郑重	审慎,庄严,把稳,认真,隆重,谨慎,慎重,庄重
谦让	推让,忍让,辞让,谦虚,礼让,虚心,谦逊
铁证如山	真凭实据,铁案如山
宾朋满座	高朋满座
紧要	紧急,要紧,重要,首要,主要
微不足道	微乎其微,眇乎小哉,蝇头小利
力不从心	力有未逮,心余力绌,无能为力,力所不及
青娥	少女
系累	系缚
便服	燕服,常服
吐弃	唾弃,放弃,抛弃
凸面镜	凸透镜
宅基	屋基
毫不在意	满不在乎
缺席	退席
改名	更名
各处	随处,随地,到处,遍地,处处,四处
放松	松开
目光如豆	井蛙之见,一孔之见,坐井观天,目光短浅,鼠目寸光,孤陋寡闻,一知半解
光洁	光亮
精神奕奕	兴高采烈,神采奕奕,生龙活虎,精神焕发
叫真	较真
绳索	绳子
天方夜谭	无稽之谈
肚量	胸襟,襟怀,怀抱
田契	田单
世易时移	事过境迁
言行相诡	口是心非
取暖和	取暖
黯然神伤	黯然销魂,黯然伤神
额手称庆	以手加额
同伙	伙伴,同伴,帮凶,朋友
伤亡枕藉	血肉横飞
打眼号	递眼色
此日	这天
幽闲	悠闲,清闲,安闲,赋闲,闲散,余暇
自圆其说	自作掩饰,无懈可击,滴水不漏
同伴	伴侣,伙伴,同伙,搭档,朋侪,朋友,火伴,友人
河伯	河神
颠倒错乱	颠三倒四
学而不厌	手不释卷
最先	早先,开始,最早,首先,起首,起先,起初
匡助	帮助
除名	开除,免职,褫职,解雇,革职,辞退
到处为家	四海为家,断梗飘萍,浪迹江湖
任用	任职,任命,委任,委派,委用,录用,招聘,雇用
恣肆	放肆,放浪,放纵,狂妄,猖狂,肆意,放荡
其后	厥后
贮存	储存
玩忽	冒失,轻忽,疏忽
坚持到底	贯彻始终
老婆	浑家,内人,内助,妻子,细君
甲板	船面
个人主义	本位主义
屠夫	屠户
各行其是	各自进行,离心离德,同床异梦,分崩离析,各不相谋,各自为政,各执一词,不相为谋
披阅	披览,拆阅
费神	劳神,操心,费心
地理	地舆
袭击	进犯,进击,伏击,攻击,打击
收获	成效,劳绩,得益,成就,成果,成绩,收成,获利
乘风破浪	披荆斩棘
责无旁贷	当仁不让,义不容辞,责有攸归,匹夫有责
发号施令	颐指气使,发号出令,发号布令,发号令
儒教	孔教
一位	一名
荆棘	坎坷,波折,滞碍,窒碍,阻挠,阻碍,障碍
闭目塞听	视而不见
怀胎	受孕,妊娠,孕珠,怀孕
副理	协理,襄理,襄助
愚不可及	愚昧无知,冥顽不灵
呕心沥血	费尽心血,忠心耿耿,鞠躬尽瘁,赤胆忠心,处心积虑,挖空心思,全心全意,煞费苦心,醉生梦死
言必有中	一语破的,一针见血
火中取栗	为人作嫁,虎口拔牙
略知皮毛	略识之无
动静	消息,动态
若无其事	不动声色
惟独	唯独
抗命	方命,抗议,违令,违命,逆命
宿儒	夙儒
洞天福地	蓬莱仙境,世外桃源,鱼米之乡
切记	牢记,紧记,谨记
愿意	乐意,同意,应允,应许,情愿,甘心,甘愿,答允,答应,容许,首肯
返朴归真	回归自然
补充	增加,填充,填补,增补,添加,添补,弥补
一知半解	不求甚解,一孔之见,目光如豆,坐井观天,鼠目寸光,孤陋寡闻,井蛙之见,只知其一;不知其二,似懂非懂
大白	清楚,明白,知道,明晰,显露
一命归天	香消玉殒
理屈词穷	默默无言,目瞪口呆,张口结舌,默不作声,噤若寒蝉,哑口无言,瞠目结舌,不攻自破
充盈	富裕,充足,丰裕,充分,充实,充沛,充裕,宽裕
军舰	兵舰,战舰,战船
诚意	忠心,至心,真心,赤心,诚心
洞察一切	洞若观火
权宜之计	缓兵之计
旗子	旗帜,旌旗,旗号
空城计	奇策
博爱	泛爱
改过	悛改,改正,悔改,自新
改进	改善,矫正,改正,纠正,更正,修正,厘正,改良,改革,校正,订正,革新
交界	接壤,交壤
鸿猷	鸿图,鹏图
方法	伎俩,方式,举措,门径,技巧,办法,形式,手段,手腕,措施,本事,步骤,法子,要领
瞳仁	瞳人
非论	不论
宁为玉碎不为瓦全	宁死不屈
一子出家	鸡犬升天
漂浮	漂泊,漂流
寻短见	自尽,自戕,自杀,自裁
有独锺	情之所锺
聚精会神	屏气凝神,全神贯注,心神专注,目不转睛,目不斜视,诚心诚意,专心致志,收视返听,一心一意
恶汉	坏蛋
阳奉阴违	口蜜腹剑,口是心非,言不由衷,假仁假义,心口不一,两面三刀
高风亮节	高风峻节
到处奔走	仆仆风尘,跋山涉水
舍间	舍下,寒家,寒舍
苛求	奢求
表层	上层
气	气鼓鼓,气呼呼
生长	发展,孕育,成长,滋生,滋长
太短	过短
太矮	过矮
麻痹大意	漫不经心
言犹在耳	口血未干
庸人自扰	杞人忧天
坚壁清野	焦土政策
紧密亲密	密切
木屋	板屋
舒适	畅快,写意,安宁,安适,安逸,安闲,惬意,舒坦,舒服,舒畅,适意,恬静,温馨,满意
商代	商朝
迫害	蹂躏,伤害,摧残,毒害,虐待
不能	不克不及,不行
搬弄是非	挑拨离间
无奈	无法
厚礼	薄礼
随即	登时,即刻,立刻,立即,立地,立时,速即
伯仲	昆玉,兄弟,手足,昆仲,昆季
聆听	凝听,倾听,谛听
停滞不前	固步自封,故步自封,裹足不前,作茧自缚
互为表里	唇亡齿寒
无风不起浪	无缘无故
有勇无谋	匹夫之勇,暴虎冯河
万家灯火	灯火辉煌
波及	涉及
颀长	修长,细长
噏动	翕动
赌气	斗气,生气,负气
坐立不安	局促不安,如坐针毡,坐卧不宁,忐忑不安
曾经沧海	见多识广
有机可乘	趁火打劫,有隙可乘,乘人之危,攻其不备,乘虚而入
多是	可能是
何关	何干
威吓	吓唬,威胁,威迫,威逼,恐吓,恫吓,胁迫
目不斜视	全神贯注,聚精会神,专心致志,目不转睛
一朝一夕	一时半刻
浓郁	浓厚,浓烈,浓重
夤缘	谄谀,奉承,巴结,献媚,讨好,谄媚,趋奉,趋承,趋附,逢迎
幼弱	弱小
北斗	斗极
威名	威望
各奔前程	分道扬镳
干犯	冒犯
概略	概况,扼要,大体,大概,大要,梗概,简略,粗略,简单
间断中止	断绝
北方	朔方
溺死	淹死,溺毙,灭顶
帆柱	桅杆,帆樯,帆竿
事倍功半	得不偿失,劳民伤财
团结	协作,统一,联合,联结,连合,勾结,连结
不痛不痒	不得要领
搞妥	办妥
药方	方剂,药剂,丹方,单方,方子
奉为圭臬	奉若神明
有勇有谋	骁勇善战
征讨	伐罪,征伐,挞伐,讨伐,诛讨
糟粕	渣滓
提携	扶携,提拔,扶携提拔
师长教师	先生
废止	废除,取消,撤废,破除,解除,铲除
温文	温顺,温存,温情,温和
偏幸	偏爱,偏心
饮泣吞声	忍气吞声
鬼门关	九泉,地府,阴司,幽冥
表面	概况,名义,皮相,外观,外表,外貌,外面,轮廓,口头
鹤发童颜	返老还童
方兴未艾	欣欣向荣,蒸蒸日上,如日方升,旭日东升,死灰复燃,风起云涌,如日中天,风靡云蒸,方兴日盛
远眺	眺望,远望
热销	畅销,抢手
遴选	拣选,采选,挑选,抉择,选取,选择
赈济	周济,布施,拯救,接济,援救,救援,施助,施济,施舍,救济
软硬兼取	敲榨勒索
风静	风止
充分	充足,充盈,充实,充沛,充溢,充裕,富裕,足够,饱满
事情	事件,事务,事宜,事项,工作,事变
开放	怒放,通达,敞开,盛开
风靡	盛行,风行
傲视	睥睨
连翩	联翩
忠言逆耳	良药苦口
开支	开销,支出,付出,支拨
奥秘	奥妙,奇奥,奇妙,机密,玄妙,秘密,神秘
带头	发动,带动,领先
体系体例	体制
对面	劈面,当面,迎面
璀璨	绚烂,瑰丽,鲜艳,灿烂,光耀,富丽,灿艳,绚丽,艳丽,辉煌,鲜丽,绮丽
纳贡	进贡
鸡毛蒜皮	鸡零狗碎
数奇	不偶
苦尽甘来	否极泰来,枯木逢春,时来运转
陶冶	熏陶
根柢	底子,根基,基础,根底
纳贿	受贿
惹恼	触怒
聘用	聘任,聘请
改扮	乔装,乔妆
言论	舆论,舆情,行动,言谈,议论,谈吐
子音	辅音
绰有余裕	绰绰有余,应付自如
烈火干柴	干柴烈火
枢纽关头	关节
田野	郊野,原野,旷野,田园,田地,野外
坐观成败	坐山观虎斗,隔岸观火,冷眼旁观,见死不救,漠不关心,袖手旁观,坐视不救
定价	订价
离隔	隔开
引人注目	有目共睹,举世瞩目
爽直	直率,坦率,坦直,爽利,爽快,率直,直爽,耿直,质直,爽脆,鲠直
平辈	同侪,同辈
工作	职责,事务,事情,事业,任务,作事,作工,劳动,就业,职业,使命,就业结构,做事
邃密	严密,精细,周密,细密
堪舆术	青鸟术
运气	命运,幸运,运道,命运运限
祥和	平和
柔美	优美
西席	教师
雄师	大军
九、	9、
请求恳求	央求条件
向日	旧日,昔日,从前,往日,往时
允承	慨诺
兴废	盛衰,兴衰,荣枯
违抗	违背,违犯,违反
尽忠报国	忠心耿耿,精忠报国
避讳	忌讳,隐讳,避忌
学问	学识,知识,知识结构
娇小玲珑	小巧玲珑
以讹传讹	耳食之言
避让	避开,躲避
凝视	注视,凝望,凝睇,审视,谛视
朝阳	旭日,向阳,朝日
入伍	服役,从军,参军
荒僻冷僻	僻静
束之高阁	置若罔闻,置之不理,漠然置之,不了了之
改嫁	再醮
赤血丹心	忠肝义胆
奇怪	奇异,希奇,怪异,古怪,奇特,怪僻,离奇,稀奇,新鲜,稀罕,瑰异
格式方式	形态体式
兴衰	兴替,盛衰,兴废,枯荣,荣枯,隆替
严冬	严寒,隆冬,寒冬,穷冬
职守	仔肩,责任
这类	这种
秦晋之好	两姓之好,两姓之欢,朱陈之好
募集	召募
才干	才华,本事,本领,才智,才具,才气,才略,才能,技能,智力,材干,精明,能力,干练,才力
缺额	空额
冷暖自知	心里有数
禀赋	先天,天分,天性,天禀,天资,天赋,本性,赋性,天生
好谋善断	多谋善断
俯视	俯瞰,鸟瞰
自动	主动,自愿
自助	自立
抵当	抵抗,抵御
豆乳	豆浆
惺惺相惜	惺惺惜惺惺,志同道合,同病相怜
优游	安闲,清闲,闲暇,闲逸
文从字顺	不蔓不枝
软土深掘	得寸进尺
巍然屹立	傲然屹立
自力	独力,独立
雕栏	栏杆
从命	遵从,听命,服从,遵命,遵循,遵照
裁夺	决定,定夺,酌夺,酌定
当事人	事主
息兵	停战,休战
立德	树德
择善而从	见贤思齐
无庸	毋庸
希世	稀世
微笑	含笑,浅笑,笑容
党羽	爪牙,走狗,鹰犬,翅膀,同党,羽翼
告别	拜别,离别,告辞,握别,离去,辞别,辞行,送别
博学多才	宏儒硕学,满腹经纶,满腹珠玑,博古通今,学富五车,大才盘盘,博览群书,博闻强记,博大精深
败类	莠民
眼珠	眸子
鉴别	区别,辨别是非,识别,判别,甄别,辨别,鉴识
钓饵	诱饵
打盹	小憩,瞌睡
绮丽	绚烂,壮丽,瑰丽,鲜艳,灿烂,璀璨,华丽,华美,奇丽,富丽,秀丽,绚丽,艳丽
珠圆玉润	肌理丰盈,不蔓不枝
普度众生	普济群生,普渡众生
警悟	警觉,警醒
祖传	家传
践言	履言
包藏	隐瞒,掩盖,掩饰
壮胆	助威
一字不提	只字不提
盗贼四起	地方不宁,萑苻不靖
穷究	查究,深究,追究
大举	鼎力,大力,大肆,肆意
映雪囊萤	映雪读书
告知	奉告,示知,见告,告诉
爱戴	尊崇,敬服,恋慕,拥戴,崇敬,敬佩,仰慕,尊敬,尊重,恭敬,敬仰,敬爱,敬重,热爱,爱护,爱慕,推崇
微雨	细雨
厘革	变革,改变,改造,改革,革新
割据	分割,分裂,瓜分,盘据,肢解,割裂
板滞	刻板,古板,呆板,呆滞,机械,死板
齐大非偶	门高莫对
形态	形状,状态,形式,样子,样式
白	利剑
烦吵	吵杂
自恃	自傲
水分	水份
田鸡	青蛙
跳班	跳级
撒手	罢休,松手,放任,放弃,放手,甩手
火葬	火化
发芽	抽芽,萌芽
壮志未酬	事与愿违
考语	评语
荫蔽	埋没,潜伏,隐秘,隐蔽,隐藏
唇红齿白	朱唇皓齿
考试	测验,考核
讨论	评论辩论,商议,商讨,商榷,接头,探究,争论,会商,协商,商酌,商量,探讨,研究,磋商,磋议,筹商,筹议,议论,谈论,辩论,接洽,计议
考证	考据,验证
瞥见	望见,看见,瞟见
好友	石友,知音,摰友,密友,挚友,老友,至友,深交,知交,朋友,知友,知己
谦恭	谦虚,谦和,谦敬,谦逊
渗入	渗透
机灵	智慧,聪明,伶俐,灵活,机警,机智,机敏,灵巧,灵敏,聪慧,聪敏,聪颖,机伶
灾患	灾祸
恒河沙数	满坑满谷,不一而足,举不胜举,数以万计,不计其数,数不胜数,不可胜数,不胜枚举,多如牛毛,更仆难数,车载斗量,不乏其人
始祖	鼻祖
自寻烦恼	自讨苦吃
原本的	原有的
价钱	价值,价格,代价
敲锣打鼓	锣鼓喧天
鉴识	辨别是非,识别,鉴别,辨别,判别
王侯将相	达官贵人
也成	同样成
开端	初步,起头,先河,初阶,发端,开头,开始,开首,起源,起首,劈头,先导,发轫
悦耳	动听,好听,顺耳
咸宜	皆宜
故技	故伎
需要的话	需求,须要
宣教	传教,宣道,布道
改朝换代	改头换面
笑逐颜开	喜笑颜开,喜逐颜开,眉飞色舞,喜形于色,笑容可掬,眉开眼笑,喜气洋洋,嘻皮笑脸
流离	漂泊,流落,流散,流浪,落难,飘泊,流亡
异想天开	想入非非,胡思乱想,妙想天开
衰草如烟	衰草连天
迷途知返	回头是岸,悔过自新,悬崖勒马,浪子回头,发人深省
玩具	玩物
击鼓	伐鼓
传说	传奇,传闻,据说,听说,外传
听其自然	听天由命,听之任之
生杀与夺	宠辱祸福
木已成舟	既成事实,米已成炊
百花齐放	遍地开花,万紫千红,百花争艳
碰鼻	碰壁,碰钉子
缘木求鱼	刻舟求剑,问道于盲,海底捞针
厮混	胡混,鬼混
徙迁	搬迁,搬家,乔迁,搬场,迁居
错综复杂	扑朔迷离,盘根错节
映月读书	映雪读书
意气消沉	心灰意冷
征引	援引
相知	知音,知己,知心,老友,深交,挚友,知友,密友
肥硕	肥大
茫无头绪	不得要领
交代	布置,交卸,叮咛,叮嘱,吩咐,嘱咐,嘱托,交接,交待,丁宁
罢黜	撤职,罢免,免除
土气	土头土脑
寄递	递送
出没无定	行踪飘忽
抖擞精神	磨砺以须
尸解	登仙
痴心妄想	非分之想,想入非非,胡思乱想
交付	托付
不长进	不成才,不成材
血口喷人	含沙射影,含血喷人,恶意中伤
芥蒂	心病,嫌隙
每	每一
继续不停	络绎不绝
精疲力尽	精疲力竭,筋疲力竭,人困马乏
派遣	吩咐消磨,支使,打发,使令,差遣,吩咐,役使,调派
舒服	畅快,写意,舒适,安适,安逸,快意,惬心,惬意,满意,称心,舒坦,舒畅,适意,顺心,恬逸,痛快,安闲,如意
鄙视	看不起,蔑视,小看,歧视,藐视,漠视,轻视,鄙夷,轻蔑
鄙见	拙见,管见
受命	奉命,衔命
始创	开创,草创,首创,初创,独创
一脉相连	休戚相关,息息相关,血肉相连,休戚与共,痛痒相关
方才	刚刚,刚才,适才
鉴往知来	高瞻远瞩
不共戴天	誓不两立,令人切齿,你死我活,令人发指,势不两立,唇齿相依,刻骨仇恨
目眩	眼花
奉若神明	奉为圭臬,肃然起敬
得救	获救,解围
同行	偕行,同业
招揽	罗致,招徕,吸收
家族	眷属,家属,家眷
责问	呵斥,质问,责骂,指责,诘责,责难,申斥,叱责,指谪,斥责,诘问,诘难,谴责,责备,非难,驳诘
合上	关闭,关上,合拢
蜗行牛步	老牛破车,鹅行鸭步
提问	发问
蜩沸	鼎沸,喧嚣
靡费	糜费
舞蹈	跳舞
自察	内省
情趣	情味
鬼火	磷火
丢盔弃甲	狼奔豕突,一败涂地,狼狈不堪,落花流水
大肆	任意,放肆,大举,任性,大力,恣意,肆意,鼎力大举
松弛	松懈,轻松,懈弛,败坏
肥饶	肥沃
刎颈交	生死之交
松开	放松
保险	保障
关节	枢纽关头,关头,枢纽
陈旧迂腐	腐朽
火树银花	张灯结彩,灯火辉煌
作祟	作怪
技击	武术
弹指之间	转瞬之间,电光石火
波谲云诡	变化多端
泥坑	泥塘,泥淖
肥土	沃土,沃壤,良田
捣蛋	捣鬼,淘气,作怪,捣乱,破坏
战役	战争,战斗
玉液琼浆	金樽旨酒
村庄	农村,乡下,屯子,村子,村落,乡村,墟落
文娱	娱乐
割断	切断
承平	升平,太平,安宁
真正的	真实的
沦亡	失守,失陷,沦陷,消亡,灭亡,陷落
民脂民膏	不义之财
周备	完备,齐备,完满,齐全
病笃	垂死,垂危
欢呼	喝彩
种瓜得瓜;种豆得豆	因果报应
参见	拜见
自由	自在
得益	收获,获利
参观	游览,游历,瞻仰,观光,观察,观赏,视察
匿影藏形	销声匿迹
管见	鄙见,浅见
坚苦	艰苦,困苦,艰巨,艰辛,艰难,困难
穷兵黩武	兴师动众
自用	私用
参拜	拜见
大难临头	祸从天降
男友	男朋友
敏感	敏锐
天造地设	神工鬼斧
淡雅	清雅,高雅
完场	拆档
翻江倒海	雷霆万钧,移山倒海,排山倒海
周详	严密,周至,仔细,全面,周全,周到,周密,细密,缜密,详尽,详明,详细,精密,严谨
编者案	编者按
心伤	心酸,辛酸
聪颖	智慧,聪明,颖悟,伶俐,颖异,颖慧,机灵,灵巧,聪慧,聪敏
荒无人	寸草不生
端坐	危坐
钱银	货币
头痛脑热	头疼脑热
大权在握	大权独揽
激流	急流,洪流
忠诚	忠厚,忠实,老实,赤诚,虔诚,诚实,厚道
灭绝	灭尽,绝迹,杀绝
慢慢	逐渐,徐徐,渐渐,冉冉,缓慢,缓缓,迟缓,逐步
不解之缘	难解难分
货泉	货币
摇动	摇曳,挥舞,动摇,挥动,摆荡,摇摆,摇晃,摇荡,晃动,晃悠,晃荡,波动,震撼
起源	根源,开端,出处,发源,开头,开始,来历,来源,劈头,泉源
烦恼	麻烦,纷扰,苦恼,烦扰,发愁,忧愁,懊恼,烦懑,烦躁,烦闷,纳闷,苦闷,郁闷
尊师重道	程门立雪
豁达大度	宽宏大量,宽大为怀
极峰	顶峰,颠峰,山顶颠峰
名不虚传	名副其实
抢夺	强抢,劫夺,争夺,抢劫,掠取,侵夺,掠夺,侵占,侵掠,劫掠,打劫,抢掠,掳掠,洗劫
沸反盈天	人声鼎沸,沸沸扬扬
纳宠	娶妾
白发银须	庞眉皓发
疏懒	懒惰,怠惰,怠懈,懒散,荒疏
如醉如痴	自我陶醉
平允	公正,公允,公平,公道,平正
敲骨吸髓	横征暴敛
准许	应允,允许,允诺,同意,容许,应承,应许,批准,核准,答允,答应,许可,准予,照准
衣衫褴褛	衣不蔽体,不修边幅,鹑衣百结
静心	专注,专心,潜心,埋头
恭顺	恭敬
身临其境	设身处地,当仁不让
口头	表面
束手待毙	束手无策,计无所出,束手就擒,一筹莫展,坐以待毙,垂死挣扎,自投罗网,负隅顽抗,小手小脚,手足无措
分别辨别	分辨差别
依样画葫芦	如法炮制,照猫画虎,如法泡制,独具匠心
住手	罢手,停止
臆度	猜想,测度,臆测,估计,忖度,推断,推测,揣度,揣摸,揣测,猜度,臆想
冷汗	盗汗
天边	天涯
住所	住宅,住屋,室庐,室第,居处
百废俱兴	万象更新,百废具兴
猛饮	痛饮
进展	发展,希望,起色,进步
入门	初学
叨光	打扰,沾光
谨小慎微	战战兢兢,不敢越雷池一步,胆小如鼠,小心谨慎,兢兢业业,小心翼翼,深谋远虑,一丝不苟
狗急跳墙	垂死挣扎
融会贯通	心领神会,触类旁通,死记硬背,举一反三
战栗	寒战,颤抖,颤动,发抖,哆嗦,恐惧,战抖,颤栗
滞留	淹留
异彩纷呈	奇光异彩
陆续	不断,接连,络续,连续,一连,延续,赓续,联贯,接续,连绵
睹物思人	触景生情
刁滑	狡猾,刁钻,险诈,刁顽,奸诈,奸险,滑头,狡黠,阴恶,阴险
征服	降服,制服,慑服,驯服,战胜,治服,克服
趣话	妙语
篡改	修改,改动,窜改
了解	探问,清楚,通晓,理会,懂得,明了,了然,会意,体会,打听,探询,明白,理解,知道,认识,领会,领悟,领略,相识,晓畅,探听
意愿	志愿,愿望,意图
